#,,,soundcard,2025-05-02 16:08:24: 17 feeds,"[(41,86) - (366,210)]"
# STRIP,set#,of,feed,#/board,ref,part,package,part pitch,feedcount,retry,holepitch,max,tapetype,tapewidth,locx,locy,locz,locrot,locunit,refx,refy,refz,refrot,refunit
strip,1,1,LH8-05,1,X2,Oscillator_SMD_Abracon_ASDMB-4Pin_2.5x2.0mm-24.576M,Oscillator_SMD_Abracon_ASDMB-4Pin_2.5x2.0mm,4.000mm,0,3,4.0,0,Black Plastic,8.0,75.12488408017319,209.1138887742337,8.4,0.0,mm
strip,1,1,LH8-06,1,X1,Oscillator_SMD_Abracon_ASDMB-4Pin_2.5x2.0mm-22.5792M,Oscillator_SMD_Abracon_ASDMB-4Pin_2.5x2.0mm,4.000mm,0,3,4.0,0,White Paper,8.0,63.997261442181866,209.1138887742337,8.4,0.0,mm
strip,1,1,LH8-07,1,U1,SOT-23-5-AT24CS01-STUM,SOT-23-5,4.000mm,0,3,4.0,0,White Paper,8.0,52.936578597301605,209.1138887742337,8.2,0.0,mm
strip,1,1,LH8-08,3,U2 U3 U5,SOT-23-5-NCP163,SOT-23-5,4.000mm,0,3,4.0,0,White Paper,8.0,41.67327875400085,209.1138887742337,8.1,0.0,mm
strip,1,1,LV8-01,10,R2 R3 R8 R12 R14 R15 R21 ...,R_0805_2012Metric-100R,R_0805,4.000mm,0,3,4.0,0,White Paper,8.0,170.73498334849566,198.77960720506076,8.8,0.0,mm
strip,1,1,LV8-02,4,R16 R17 R18 R19,R_0805_2012Metric-470R,R_0805,4.000mm,0,3,4.0,0,White Paper,8.0,160.0952302241656,198.77960720506076,9.2,0.0,mm
strip,1,1,LV8-03,5,R1 R20 R23 R24 R25,R_0805_2012Metric-10k,R_0805,4.000mm,0,3,4.0,0,White Paper,8.0,149.085,198.77960720506076,9.5,0.0,mm
strip,1,1,LV8-04,4,R4 R9 R11 R13,R_0805_2012Metric-100K,R_0805,4.000mm,0,3,4.0,0,White Paper,8.0,137.90968726656226,198.77960720506076,9.6,0.0,mm
strip,1,1,LV8-08,2,D1 D2,LED_0805_2012Metric-LED_R,LED_0805,4.000mm,0,3,4.0,0,Black Plastic,8.0,92.91694324277242,198.77960720506076,9.5,0.0,mm
strip,1,1,LV8-09,4,R5 R6 R7 R10,R_0805_2012Metric-3K9,R_0805,4.000mm,0,3,4.0,0,White Paper,8.0,81.60065626655759,198.77960720506076,9.2,0.0,mm
strip,1,1,RH12-1,1,U6,HVQFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm_ThermalVias-PCM5242RHBR,HVQFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm_ThermalVias,8.000mm,0,3,4.0,0,Black Plastic,12.0,314.51317614447885,210.8,9.0,0.0,mm
strip,1,1,RV16-1,1,U4,TSSOP-30_4.4x7.8mm_P0.5mm-PCM1863DBT,TSSOP-30_4.4x7.8mm_P0.5mm,12.000mm,0,3,4.0,0,Black Plastic,16.0,366.1972,86.9,10.0,0.0,mm
strip,1,1,RV8-1,2,C33 C34,C_0805_2012Metric-10n_film,C_0805,4.000mm,0,3,4.0,0,White Paper,8.0,272.8328286288101,198.30383262073067,8.5,0.0,mm
strip,1,1,RV8-2,9,C1 C11 C14 C16 C19 C20 C2...,C_0805_2012Metric-100n,C_0805,4.000mm,0,3,4.0,0,White Paper,8.0,284.236,199.311,8.5,0.0,mm
strip,1,1,RV8-3,8,C13 C17 C18 C23 C24 C27 C...,C_0805_2012Metric-1u,C_0805,4.000mm,0,3,4.0,0,Clear Plastic,8.0,295.274179520165,198.23969424035937,8.3,0.0,mm
strip,1,1,RV8-4,11,C2 C3 C4 C5 C6 C7 C8 C9 C...,C_0805_2012Metric-10u,C_0805,4.000mm,0,3,4.0,0,Clear Plastic,8.0,306.11773756880507,198.0,8.1,0.0,mm
strip,1,1,RV8-7,4,C21 C22 C25 C26,C_0805_2012Metric-2n2,C_0805,4.000mm,0,3,4.0,0,White Paper,8.0,339.7375222307408,198.0,8.5,0.0,mm
